cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,clean,topic,sent_label,sent_score
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9vE4N3zRaRx,Oo good point bro.,vor 2 Jahren,@leafe-lu3jd,UCnhPI3owIL_J-KGfPDULKwA,1,,https://yt3.ggpht.com/ytc/AIdro_lNx2w2xRVTEXkjaqi8jYPBHG9ZmuQtISt0VCGbwYeaLCPb8U2juNvbLKDYTyD2IccN2Q=s88-c-k-c0x00ffffff-no-rj,False,True,1699701509.744882,oo good point bro,9,joy,0.9392977356910706
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9vKYN6mXimv,"​ @shadowbanned3716 when i go to sleep and you wake up, are you still yourself? Or is it a new you that starts controlling your body while you are not existant anymore? If your digital copy is perfect, then it would be no different. People have died and came back to life minutes after their neurological activity ceased, people have awakened from years long comas. They are still them. Waking up in a digital world or in a robot would feel the same.

If the world cannot sustain more births, births will have to stop. Laws need to be made so no one can keep being in charge of the same thing forever. I don't see why it would be a bad thing, considering the future might be so technologically advanced that there could be no worries, no pain, no war anymore. And even if it becomes worse, even if you don't like how things are going, you will still have the choiche to end your life after your natural lifespan expires.",vor 2 Jahren (bearbeitet),@WaveOfDestiny,UCcv-Bgln0JVEsRo1djHJLUA,2,,https://yt3.ggpht.com/JPH6LXabIoB3zyf3Joh16iutmt-uCP5idciI7xP4_FF1YgPZ4hBnUNhObHTGgbdp1gpFMy_4=s88-c-k-c0x00ffffff-no-rj,False,True,1699701509.746854,​ shadowbanned3716 when i go to sleep and you wake up are you still yourself or is it a new you that starts controlling your body while you are not existant anymore if your digital copy is perfect then it would be no different people have died and came back to life minutes after their neurological activity ceased people have awakened from years long comas they are still them waking up in a digital world or in a robot would feel the same if the world cannot sustain more births births will have to stop laws need to be made so no one can keep being in charge of the same thing forever i dont see why it would be a bad thing considering the future might be so technologically advanced that there could be no worries no pain no war anymore and even if it becomes worse even if you dont like how things are going you will still have the choiche to end your life after your natural lifespan expires,0,disgust,0.3774564266204834
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9vKvu7A3tR1,​ @Love_Mel JESUS ❤🙏,vor 2 Jahren (bearbeitet),@jovanas.777,UCf1IGVv8mw99OD-qLQWrCNg,0,,https://yt3.ggpht.com/ytc/AIdro_n33mG-7zWhm96TTh9Bd2cQh-jyjqysTQTgoL06hBlLRxk=s88-c-k-c0x00ffffff-no-rj,False,True,1699701509.748112,​ lovemel jesus ❤🙏,-1,love,0.9926804900169373
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9vLJ5gXR8JA,I prefer God’s eternity.,vor 2 Jahren,@bonniemiller9045,UCI1zavYx5vqL7okoqq3weTA,0,,https://yt3.ggpht.com/ytc/AIdro_nqSvp1nf4Jb4Ex3FBmcQ5WrPP48fqCd0jZ7FdwGAw=s88-c-k-c0x00ffffff-no-rj,False,True,1699701509.749363,i prefer god’s eternity,-1,optimism,0.9516627192497253
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9vWnLROJSPY," @48pluto  Jesus is the Way, The Truth and The Life to your safety eternal destiny",vor 2 Jahren (bearbeitet),@elizabethwanjiru9171,UCLr0l68CauPLO59Y411egPw,1,,https://yt3.ggpht.com/ytc/AIdro_k4t-SzxB5p7ulMV5J9wT-xovcBMIyo4VwcL3zTR8E=s88-c-k-c0x00ffffff-no-rj,False,True,1699701509.750332,48pluto jesus is the way the truth and the life to your safety eternal destiny,4,optimism,0.9891160130500793
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9zOl2Ple7N6," @alexwilsonpottery3733 I am 66 , and totally innerstand what you mean. I have learned more , "" seen "" more  than my first 5 decades. I think everyone feels that way if they haven't Accepted their life's journey as it is so far.
Humanity has reached a fork in the road, either becomes.part of the "" machine world "", or remain totally Human. It all goes so much more deeper than just a fork in the road.",vor 1 Jahr (bearbeitet),@tonyc7689,UCA2LIZQFFaYxoWz347NbYZg,0,,https://yt3.ggpht.com/ytc/AIdro_mtuIy6W0na88tmnkGRRPvuFyGKsAkaTJ68_eVPh04=s88-c-k-c0x00ffffff-no-rj,False,True,1731323909.751191,alexwilsonpottery3733 i am 66 and totally innerstand what you mean i have learned more seen more than my first 5 decades i think everyone feels that way if they havent accepted their lifes journey as it is so far humanity has reached a fork in the road either becomespart of the machine world or remain totally human it all goes so much more deeper than just a fork in the road,-1,optimism,0.9482479095458984
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9zOlK4QpiP6,"​ @Love_Mel 
Our lifetime here is just an experience of learning, who we are, our choices we make, determines if Humanity is ready to be accepted within the cultures of the multiverse. Remain Human or join the impending "" machine world """,vor 1 Jahr (bearbeitet),@tonyc7689,UCA2LIZQFFaYxoWz347NbYZg,0,,https://yt3.ggpht.com/ytc/AIdro_mtuIy6W0na88tmnkGRRPvuFyGKsAkaTJ68_eVPh04=s88-c-k-c0x00ffffff-no-rj,False,True,1731323909.75229,​ lovemel our lifetime here is just an experience of learning who we are our choices we make determines if humanity is ready to be accepted within the cultures of the multiverse remain human or join the impending machine world,-1,optimism,0.9017205238342285
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9zOlhq4HZKJ,"​ @48pluto 
I am glad someone brought these concepts up. In my understanding we are at a crossroads , remain Human as the Creator intended, or join into the hive mind of the "" machine world"".",vor 1 Jahr (bearbeitet),@tonyc7689,UCA2LIZQFFaYxoWz347NbYZg,0,,https://yt3.ggpht.com/ytc/AIdro_mtuIy6W0na88tmnkGRRPvuFyGKsAkaTJ68_eVPh04=s88-c-k-c0x00ffffff-no-rj,False,True,1731323909.753206,​ 48pluto i am glad someone brought these concepts up in my understanding we are at a crossroads remain human as the creator intended or join into the hive mind of the machine world,0,optimism,0.9275429248809814
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErI9zvpMCHoKje,Sth wrong rite?,vor 1 Jahr,@Yellow-lx8dj,UC88bGEVV32skWF-gdNrw5XQ,0,,https://yt3.ggpht.com/ytc/AIdro_nhkFhwTpTADDDLQVwY2AI26aoqBXK6MPnB3vKpETOJt1gxMYLW7pekykIYotIXNfKauA=s88-c-k-c0x00ffffff-no-rj,False,True,1731323909.756469,sth wrong rite,17,disgust,0.3498436510562897
Ugwbnhp6aOMOlNaKtnF4AaABAg.9pkoYElOErIA-OECMQOYw5,Humans are not good at living life but excellent at thinking life :D,vor 1 Jahr,@VanessaBakouche,UCTZJTzTtJKCQ0dQEBNknSrA,0,,https://yt3.ggpht.com/ytc/AIdro_npHfu2ephH4g9R5_wzwc4CNOH4jwqN5Ue_5Ic8gpFBjH4UblrZqlqsH43m4hf_S9zf-g=s88-c-k-c0x00ffffff-no-rj,False,True,1731323909.759014,humans are not good at living life but excellent at thinking life d,0,optimism,0.9900708794593811
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9pkQDg4M2Bq,Not just that but we can’t live in the past . We have to move on. Too many memories would make that impossible.,vor 2 Jahren,@blueskiesandgreenpasturesp3848,UCkFDuFZtcNW4g14_ET6Skkw,25,,https://yt3.ggpht.com/fk6D9SklOQzNeyInY3A75464iuTpAsOewibyh6aEQhdtHFVmGlUWzFCYxpTBpIr4gZ-Nh5nT=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.034317,not just that but we can’t live in the past we have to move on too many memories would make that impossible,0,optimism,0.9667934775352478
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9qJnwZ0oA5F,😂😅😂,vor 2 Jahren,@Prince.PurpleRain,UCalYedqRKdh4Zuh9hTarm4A,0,,https://yt3.ggpht.com/FPlYt1KadyrRJgsGYG6gMq4x4vJnkXgZ4vJWGUPfj2mjC68Y1M2LCNiIn9-lC1uwY6XIEu6W=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.037864,😂😅😂,8,joy,0.9966950416564941
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9qJo2fQQ-ao,​@Antonia Galicia  we are aliens 👽 from the unknown 🛸 👽,vor 2 Jahren,@Prince.PurpleRain,UCalYedqRKdh4Zuh9hTarm4A,5,,https://yt3.ggpht.com/FPlYt1KadyrRJgsGYG6gMq4x4vJnkXgZ4vJWGUPfj2mjC68Y1M2LCNiIn9-lC1uwY6XIEu6W=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.040803,​antonia galicia we are aliens 👽 from the unknown 🛸 👽,8,surprise,0.2675083875656128
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9seU0T_12kw,Would you know your a digital copy of yourself?,vor 2 Jahren,@Charles-_-,UCVLt7ymTO88hOH65ta8mlew,3,,https://yt3.ggpht.com/xa2ovTOjJNer5lNWe0XbU91Pcei3gIxZlpz4jbpd_FFbOY5blCnWBRA2wYF43JQt2Yt0FRfg=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.043881,would you know your a digital copy of yourself,0,surprise,0.8917326927185059
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9uJ8ufbVpC5,"No exactly. We only use a tiny percentage of our brains, our brains are capable of holding terabytes of data that would that hundreds if not thousands of years to fill. I thought I forgot many things, and was surprised to remember lucid dreams I had when I was a child just a month ago. Also if you're concerned about difficulty remembering try being mobile or make an effort to record as much as you can about your life via audio recordings, videos, diaries etc.",vor 2 Jahren (bearbeitet),@HagiaFantasia,UCOnJQZcL-NgPUZtuH4ZUq9Q,3,,https://yt3.ggpht.com/1mzJ3_TQsZPKk4P9z1v8nVz0PWe2rwyuAfnkp_IP2R0e5-iuu79f628eozZEaddxjd9VIvYokA=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.046383,no exactly we only use a tiny percentage of our brains our brains are capable of holding terabytes of data that would that hundreds if not thousands of years to fill i thought i forgot many things and was surprised to remember lucid dreams i had when i was a child just a month ago also if youre concerned about difficulty remembering try being mobile or make an effort to record as much as you can about your life via audio recordings videos diaries etc,0,surprise,0.9824596643447876
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9vHvyjQB4JL,I guess you never heard of people with a photographic memory?,vor 2 Jahren,@brendandonohue1599,UCRsY-O3omHvdfONnBZcbJ-g,2,,https://yt3.ggpht.com/ytc/AIdro_m2g__-AwGH6u1SreUmeLJsbDUdg8YZ10Q5tzJdqWSe_Y4L-l6LGvHa66Ro1s_bmfGeFw=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.048164,i guess you never heard of people with a photographic memory,0,anticipation,0.8083195090293884
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9wB0VbbDZh0,"If memory storage might make us go insane, we can probably freeze ourself until technology has advanced enough that we can delete parts of our memory to make room for more and not go insane. You could either choose what to forget, or let an algorithm decide automatically based on your preference.",vor 2 Jahren,@WaveOfDestiny,UCcv-Bgln0JVEsRo1djHJLUA,0,,https://yt3.ggpht.com/JPH6LXabIoB3zyf3Joh16iutmt-uCP5idciI7xP4_FF1YgPZ4hBnUNhObHTGgbdp1gpFMy_4=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.049613,if memory storage might make us go insane we can probably freeze ourself until technology has advanced enough that we can delete parts of our memory to make room for more and not go insane you could either choose what to forget or let an algorithm decide automatically based on your preference,0,anticipation,0.7917898297309875
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9wBtbv2ZqJ8,PTSD is valid proof the brain is absolutely not designed to forget.,vor 2 Jahren,@NativeVirgo1985,UCbCCkDQ3d3hcqtLZFe19ehg,1,,https://yt3.ggpht.com/xwZEpQCQJOoLgUOUT291JmSbxD4RYPPnaRYmr08dI6KKuYbHkrAsqTf_R9Oar6Sd2sASbHwZRA=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.051151,ptsd is valid proof the brain is absolutely not designed to forget,0,anticipation,0.6162559390068054
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9xS6qwnu-1z, @Prince.PurpleRain in my elders yrs I now believe this too!,vor 1 Jahr (bearbeitet),@cmaximus1679,UC5z0PJ2JEMkKr_HyzRnTMHw,0,,https://yt3.ggpht.com/ytc/AIdro_mNAhDjY6yH0M9UMr0-TW4Y9JsQb-83gcPBMnIKr0AsUIsQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731323910.052949,princepurplerain in my elders yrs i now believe this too,-1,optimism,0.9598514437675476
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8J9z2IkILVpvN,might not forget but somtime bad sectors happend and get corupted😄,vor 1 Jahr,@frallor3108,UCJpVzjKaM4ruDJTTruGxrCg,0,,https://yt3.ggpht.com/ytc/AIdro_mM3p2Hkq2OCXkR3lzzdJaILTGFm9X7tGiMiJVwD_MDWqsG_80Tw6WF46XksxNlQR1NQQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731323910.292843,might not forget but somtime bad sectors happend and get corupted😄,2,sadness,0.8846246600151062
UgxELuDhwbvPGp7pX094AaABAg.9pidxnsPr8JA-SxgRnD5tI, @HagiaFantasia the 10% brain usage is a myth.,vor 1 Jahr (bearbeitet),@WorkPlaceSnitch.19,UCWGUZ3Das53SFj0zeezCTvg,0,,https://yt3.ggpht.com/RedXoGHeeAvdo3ubQQgNGvUr5v1nZa2C7dXv5bOE2IqQSJQ5dkl2Q-uIUbWoD3IV8Jl1d0qf=s88-c-k-c0x00ffffff-no-rj,False,True,1731323910.29627,hagiafantasia the 10 brain usage is a myth,0,anticipation,0.5387176871299744
UgwovbqdwAwb797Tm1p4AaABAg.9pk_ZauwgvJ9q-R_SpoTze,Yeah. Tech advancements get me emotional too.,vor 2 Jahren,@AllStarsNoStripes,UCDeEb_pA_21uVZDykqK6FMQ,2,,https://yt3.ggpht.com/mSecj7Zgb0qEtqUnbdcdi9KdmHmDqCIZAetIwv8wHQn5Ujr2rN6-w56i79U01j6hAjfxaP2TGA=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.543946,yeah tech advancements get me emotional too,0,sadness,0.8746346831321716
UgwovbqdwAwb797Tm1p4AaABAg.9pk_ZauwgvJ9reQmZmTT_4,The future is that universe will keep expanding and our sun continues to burn.  Eventually it burn out all of it fuel and die.  When our star the sun dies we all die.  We go all back to our natural form which is star dust.  So live life meaningful and stay close to love ones.  Everyone else is just a distraction of your time on earth.,vor 2 Jahren,@jacktsang05,UCOQOZY0Gylp80e7CbfVjwnw,7,,https://yt3.ggpht.com/n9Cktlas_nU0yLS6xpYpYY4CIqKgCN2gDaiPYWzYw200om9oFELxDO7zrydPEQEzHyZ7-SoRy2k=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.54895,the future is that universe will keep expanding and our sun continues to burn eventually it burn out all of it fuel and die when our star the sun dies we all die we go all back to our natural form which is star dust so live life meaningful and stay close to love ones everyone else is just a distraction of your time on earth,-1,optimism,0.9155647158622742
UgwovbqdwAwb797Tm1p4AaABAg.9pk_ZauwgvJ9rxLmfAMRFi,We are all going to die your soul belongs to God never forget that,vor 2 Jahren,@arseniohaggs6391,UCWa8IlG97V5mMgQCM0CJoAg,10,,https://yt3.ggpht.com/uTOayxQ-QnG7Tqtfd23OsIqgN2qWZKeVIw_hVpnARbJSFpNittxNKmK_H89OO1sQzmuVPmtZ=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.551511,we are all going to die your soul belongs to god never forget that,0,optimism,0.9608538746833801
UgwovbqdwAwb797Tm1p4AaABAg.9pk_ZauwgvJ9v8KzyQclDo,"9 If you declare with your mouth, “Jesus is Lord,” and believe in your heart that God raised him from the dead, you will be saved.
10 For it is with your heart that you believe and are justified, and it is with your mouth that you profess your faith and are saved.",vor 2 Jahren,@DiscipleEsther,UChCVLvDT2KDD3r7jiT50nAw,5,,https://yt3.ggpht.com/yMRESAEiJ0EI_jrCaqOHO0WmfGcwMWgZqbRlJKNyPGDgKGI8ZFW1dHJpiuwU97Pp-LU7MB43QQ=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.553362,9 if you declare with your mouth “jesus is lord” and believe in your heart that god raised him from the dead you will be saved 10 for it is with your heart that you believe and are justified and it is with your mouth that you profess your faith and are saved,-1,optimism,0.9858818054199219
UgwovbqdwAwb797Tm1p4AaABAg.9pk_ZauwgvJ9vKWpMJzkUQ,"​​ @DiscipleEsther said who? I wish it was that easy bro, just saying a magic word, but for some people it is physically impossible to believe in something that has no evidence more than something that has plenty simply because they like it more. It's not their choiche, i wish i had a choiche. I have absolutely no choiche but to follow the science that has proven to work up to this point and keep following the route that has the best chance to give me what i want, instead of a story written thousands of years ago. It's all logic, and nothing can make me change idea, other than an angel coming down and spanking my butt. I was born this way and i can't do anything about it. People who wrote that book think that everyone is dumb enough to think they have a choiche, but when you gain enough knowledge the choiche becomes an illusion.",vor 2 Jahren (bearbeitet),@WaveOfDestiny,UCcv-Bgln0JVEsRo1djHJLUA,1,,https://yt3.ggpht.com/JPH6LXabIoB3zyf3Joh16iutmt-uCP5idciI7xP4_FF1YgPZ4hBnUNhObHTGgbdp1gpFMy_4=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.554796,​​ discipleesther said who i wish it was that easy bro just saying a magic word but for some people it is physically impossible to believe in something that has no evidence more than something that has plenty simply because they like it more its not their choiche i wish i had a choiche i have absolutely no choiche but to follow the science that has proven to work up to this point and keep following the route that has the best chance to give me what i want instead of a story written thousands of years ago its all logic and nothing can make me change idea other than an angel coming down and spanking my butt i was born this way and i cant do anything about it people who wrote that book think that everyone is dumb enough to think they have a choiche but when you gain enough knowledge the choiche becomes an illusion,6,disgust,0.7788320183753967
UgwovbqdwAwb797Tm1p4AaABAg.9pk_ZauwgvJ9vZ4y3b7Mqx,​ @WaveOfDestiny Do you believe in Destiny or is it just something you picked that sounded cool ? Where's the science behind that ?,vor 2 Jahren (bearbeitet),@cobrat5717,UC1vCuOCGSjbLCjCCm3GQC3g,0,,https://yt3.ggpht.com/fJSvWUJ2_-JDqgCJcmojbrKsVyXkvqM4V6aXL9hiMxonJWbf9-TEKDfY1Z5LelQ_wWhVU66RJg=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.556133,​ waveofdestiny do you believe in destiny or is it just something you picked that sounded cool wheres the science behind that,-1,anticipation,0.8842761516571045
UgwovbqdwAwb797Tm1p4AaABAg.9pk_ZauwgvJ9vZwKIhXNsO," @cobrat5717  i just changed my name after i understood the philosophy of the Bungie verse, the videogame company that made Halo and Destiny. I grew up with them my whole life and now i understood why i like their games so much and partially why i am who i am now. It does have something to do with this argument too, the argument of choiche, let me explain briefly:
In their games they put a deep, hidden and interconnected narrative where the concept of light (altruism, complexity, life, giving, cycle of birth and death, technology, to forget the past to build the future, fundamental forces) is always fighting the concept of dark (egoism, simplicity, death, taking, eternity, ontological concepts, mind, memory). Every universe and timeline has these concepts manifest in different species or ways, in Destiny it's the traveller and the veil or maybe the Witness, in Halo it's the rings and the Flood, in Marathon it's the J'aro and the w'rkanter, or whatever they are called. The two forces often use powers of nature related to vibrations, especially in the Destiny franchise, like quantum fluctuations, quantum fields, in the lore, the fights between them create waves, and these waves create the universes.
In each universe, or multiverse, there is always one hero, the protagonist of the story, the player, which is Destiny, it has the power to change, through action, the balance between light and dark to its liking, it has the power to make what is almost impossible happen, it can control luck, it can rewind entire timelines, it can change the story, it lives in a single hero. Destiny is the player, the player has the power to try again every time after it looses, it is capable of winning against all odds by resetting the timeline where he died within the game, it always follows a story even if it's unlikely to happen, it has the power to choose how the world becomes.

I grew up playing these games, i like being someone with the power to change its own destiny, to choose what happens to me if i want. I realise that real life isn't like that, and many times luck controls our life, even if we fight it, and i don't like that. This name represents my hope that there is a way to change your own destiny after all, if not now, maybe in the future, and my attachement to the true power and potential of science (maybe by controlling the waves of the universe, quantum fields and such, we will be able to control our destiny in the future), while simultaneously giving a small love letter to Bungie.

I don't believe in destiny as an entity like the games, or as a real objective thing, i only refer to it as a man made concept that doesn't really exist, that represents basically everything that happened and will happen to something, almost like the arrow of time. To change it simply means taking an action that results in a different outcome, an outcome that you might prefer.

I don't want to die. I really don't want to. But ""destiny"" or simply chance, made me exist in an era where death is very likely to happen to everyone, even if not certain. Death is our likely destiny. I want to fight my destiny, i want to create a ripple, a wave, big enough to change that outcome, through science i might find what i'm looking for, and then, after that, to the stars, maybe trying to find something else and help it achieve the same dreams i had. I wish God would save me, but logically, i have more chance to survive if i help myself instead of waiting for a miracle.
I want to have a choiche because i realized i don't have one. I fight through the odds to change my fate.",vor 2 Jahren (bearbeitet),@WaveOfDestiny,UCcv-Bgln0JVEsRo1djHJLUA,1,,https://yt3.ggpht.com/JPH6LXabIoB3zyf3Joh16iutmt-uCP5idciI7xP4_FF1YgPZ4hBnUNhObHTGgbdp1gpFMy_4=s88-c-k-c0x00ffffff-no-rj,False,True,1699701510.557495,cobrat5717 i just changed my name after i understood the philosophy of the bungie verse the videogame company that made halo and destiny i grew up with them my whole life and now i understood why i like their games so much and partially why i am who i am now it does have something to do with this argument too the argument of choiche let me explain briefly in their games they put a deep hidden and interconnected narrative where the concept of light altruism complexity life giving cycle of birth and death technology to forget the past to build the future fundamental forces is always fighting the concept of dark egoism simplicity death taking eternity ontological concepts mind memory every universe and timeline has these concepts manifest in different species or ways in destiny its the traveller and the veil or maybe the witness in halo its the rings and the flood in marathon its the jaro and the wrkanter or whatever they are called the two forces often use powers of nature related to vibrations especially in the destiny franchise like quantum fluctuations quantum fields in the lore the fights between them create waves and these waves create the universes in each universe or multiverse there is always one hero the protagonist of the story the player which is destiny it has the power to change through action the balance between light and dark to its liking it has the power to make what is almost impossible happen it can control luck it can rewind entire timelines it can change the story it lives in a single hero destiny is the player the player has the power to try again every time after it looses it is capable of winning against all odds by resetting the timeline where he died within the game it always follows a story even if its unlikely to happen it has the power to choose how the world becomes i grew up playing these games i like being someone with the power to change its own destiny to choose what happens to me if i want i realise that real life isnt like that and many times luck controls our life even if we fight it and i dont like that this name represents my hope that there is a way to change your own destiny after all if not now maybe in the future and my attachement to the true power and potential of science maybe by controlling the waves of the universe quantum fields and such we will be able to control our destiny in the future while simultaneously giving a small love letter to bungie i dont believe in destiny as an entity like the games or as a real objective thing i only refer to it as a man made concept that doesnt really exist that represents basically everything that happened and will happen to something almost like the arrow of time to change it simply means taking an action that results in a different outcome an outcome that you might prefer i dont want to die i really dont want to but destiny or simply chance made me exist in an era where death is very likely to happen to everyone even if not certain death is our likely destiny i want to fight my destiny i want to create a ripple a wave big enough to change that outcome through science i might find what im looking for and then after that to the stars maybe trying to find something else and help it achieve the same dreams i had i wish god would save me but logically i have more chance to survive if i help myself instead of waiting for a miracle i want to have a choiche because i realized i dont have one i fight through the odds to change my fate,-1,joy,0.9687536358833313
UgzA0mwB9xBWYKur2EN4AaABAg.A-hA-cYJmsFAKM2ug5cYBd,Patterns can be copied. Storms can only be lived. This documentary mistakes the syntax of being for its grammar.,vor 4 Monaten,@NazeerLasi,UCzd5qGbsJQ6Z-fApOVEiEbQ,0,,https://yt3.ggpht.com/ytc/AIdro_nqG5kNb9WDoM5cFrNSQr9fzliieK8lWbCqB52t7OKShdvcGjZ-DNkPlowQu3IE1MHYgQ=s88-c-k-c0x00ffffff-no-rj,False,True,1752229110.782276,patterns can be copied storms can only be lived this documentary mistakes the syntax of being for its grammar,0,disgust,0.38326090574264526
UgwGGIGUJRhEIBNl8t54AaABAg.9phwHYB7SrU9pk1U4D-ErD,"Motion is living in one of many,  uncountable, so many forms. Mathematics has an intelligence also in as many google forms. I don’t want to bean avatar. Are they employed to rattle your senses these tech people?",vor 2 Jahren,@ThatHippyPerson,UCxXVVbmuimHQ3Hj8yUKIZXQ,1,,https://yt3.ggpht.com/ytc/AIdro_ma1Ze9TVrNTsCwD7T6DKbz6Agk06QmuqiBFyotnGk=s88-c-k-c0x00ffffff-no-rj,False,True,1699701511.039674,motion is living in one of many uncountable so many forms mathematics has an intelligence also in as many google forms i don’t want to bean avatar are they employed to rattle your senses these tech people,0,disgust,0.9265605807304382
UgwGGIGUJRhEIBNl8t54AaABAg.9phwHYB7SrU9ppCm7_rely,"You can live forever, and your maker designed it to be so. The wages of sin is death. Jesus paid our wages on the cross. We no longer have to die. Put your faith in the savior, Jesus Christ, and you will never die. See you in heaven Paul.",vor 2 Jahren,@BenVanCamp,UCW0wL-VUurfS-P74MIDjAcQ,18,,https://yt3.ggpht.com/ytc/AIdro_mGcQsEjNhTUZHima3z-rEBXuReC0WbwLXyGhdMtOPSG0lc=s88-c-k-c0x00ffffff-no-rj,False,True,1699701511.043187,you can live forever and your maker designed it to be so the wages of sin is death jesus paid our wages on the cross we no longer have to die put your faith in the savior jesus christ and you will never die see you in heaven paul,4,optimism,0.9889833331108093
UgwGGIGUJRhEIBNl8t54AaABAg.9phwHYB7SrU9pyBBNiv8K9,Thanks for the spoiler. Doesn’t seem like I need to keep watching this if that’s all it is.,vor 2 Jahren (bearbeitet),@hobojungle1,UCTxcC-ZqoUK57Dr0LcoXgeA,2,,https://yt3.ggpht.com/ytc/AIdro_k6dJPf-sEYq-Isv-rHkmsncBmr3Ak3ey7gMxJz8irRoI4=s88-c-k-c0x00ffffff-no-rj,False,True,1699701511.046283,thanks for the spoiler doesn’t seem like i need to keep watching this if that’s all it is,3,disgust,0.5949512124061584
UgwGGIGUJRhEIBNl8t54AaABAg.9phwHYB7SrU9pyCOjNUA3h, @hobojungle1  Mr Harris I apologize. It was hateful. Please don’t let it hinder you.,vor 2 Jahren,@ThatHippyPerson,UCxXVVbmuimHQ3Hj8yUKIZXQ,1,,https://yt3.ggpht.com/ytc/AIdro_ma1Ze9TVrNTsCwD7T6DKbz6Agk06QmuqiBFyotnGk=s88-c-k-c0x00ffffff-no-rj,False,True,1699701511.049306,hobojungle1 mr harris i apologize it was hateful please don’t let it hinder you,2,optimism,0.8872748613357544
UgwGGIGUJRhEIBNl8t54AaABAg.9phwHYB7SrU9pyDxP3Iv_N, @hobojungle1  I should have stated appropriate reasons.,vor 2 Jahren,@ThatHippyPerson,UCxXVVbmuimHQ3Hj8yUKIZXQ,1,,https://yt3.ggpht.com/ytc/AIdro_ma1Ze9TVrNTsCwD7T6DKbz6Agk06QmuqiBFyotnGk=s88-c-k-c0x00ffffff-no-rj,False,True,1699701511.052093,hobojungle1 i should have stated appropriate reasons,2,anticipation,0.43518203496932983
UgwGGIGUJRhEIBNl8t54AaABAg.9phwHYB7SrU9pyIXDodnpX, @ThatHippyPerson  No I didn’t mean that in a negative way. I was genuinely thankful. Lol,vor 2 Jahren,@hobojungle1,UCTxcC-ZqoUK57Dr0LcoXgeA,0,,https://yt3.ggpht.com/ytc/AIdro_k6dJPf-sEYq-Isv-rHkmsncBmr3Ak3ey7gMxJz8irRoI4=s88-c-k-c0x00ffffff-no-rj,False,True,1699701511.054467,thathippyperson no i didn’t mean that in a negative way i was genuinely thankful lol,-1,joy,0.9957426190376282
UgwGGIGUJRhEIBNl8t54AaABAg.9phwHYB7SrU9pzpk13EkUD,Yes it is only a robot taking your place.   Living your life for you.  But it is not actually you.,vor 2 Jahren,@Woodman-Spare-that-tree,UCQLh_tLV1CLLQzh2NuCceIA,7,,https://yt3.ggpht.com/ytc/AIdro_ngPYErWTNEPVZx3oH_nC9Y0OJ5LmpP6hp3hKlhGpgDcg=s88-c-k-c0x00ffffff-no-rj,False,True,1699701511.056215,yes it is only a robot taking your place living your life for you but it is not actually you,0,disgust,0.44027554988861084
