cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,clean
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9Quggjt8ok, @dquan731  he said they just wanted to hear her voice,vor 1 Jahr,@AlexFerreira-l2r,UCbcj4tKxCfutSDvsQXh0YjA,0,,https://yt3.ggpht.com/ytc/AIdro_lE-2v4pt1Am5Vt4Pedf4xjFjaVCExlg_cJVl7OY2xcwvV1BhXRzUSHIHLwFa5dONFuTw=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.543424,dquan731 he said they just wanted to hear her voice
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9UrkIckT2M,​ @dquan731 I miss all my grandparents. My grandma was the last one and the hardest one for me. But I would never done this. She died in 2021 and sometimes when family members talk about her I can get teary eyes. But I feel this would just make it harder. At least for me.,vor 1 Jahr,@elinmor89,UCsXP3DE05ljnRB47JDAmHmA,0,,https://yt3.ggpht.com/ytc/AIdro_m3-exkipCTT0WbYC_rDt_FC5fpegaoJY27iAsSTpp0KjM=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.546235,​ dquan731 i miss all my grandparents my grandma was the last one and the hardest one for me but i would never done this she died in 2021 and sometimes when family members talk about her i can get teary eyes but i feel this would just make it harder at least for me
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9V2N4KmlDf,"I'm all for technology, but this is going to a point where it's going to be an issue down the line. This is basically cloning, but with AI.",vor 1 Jahr,@omarcogle1965,UCwWydCYU4XvB5ZjsvjtyO-Q,0,,https://yt3.ggpht.com/ytc/AIdro_lBPoBcktiKo6nbPQOhG1hJws4CFfsT1mA5un_b1ctYIFw=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.549146,im all for technology but this is going to a point where its going to be an issue down the line this is basically cloning but with ai
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9Y1pGIAkUr,Please look up the mourner's bill of rights. We have absolutely no right to judge how this man wants to deal with the death of his child,vor 1 Jahr,@ObtainThePain,UCZadDlW4t77xOxYXERam1rQ,3,,https://yt3.ggpht.com/TlMCLyHHYErIEOcaLS8GxDBHcPJN8AeW2TohP72Fg4ek2xvLLE3Z5471PP3D3CJJ-LWAJuznoZ8=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.553572,please look up the mourners bill of rights we have absolutely no right to judge how this man wants to deal with the death of his child
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9YsYHFgURD, @ObtainThePain  Exactly! To me it's weirder to judge how others mourn. But to each his/her own I guess...,vor 1 Jahr,@raymondlai4173,UCwAHAV_WYy_kGEVmVLP-UpQ,1,,https://yt3.ggpht.com/ytc/AIdro_m27n_aDZcVGggGxrcGH6F4LDfQgKe0V-NQpjJB6oA=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.556597,obtainthepain exactly to me its weirder to judge how others mourn but to each hisher own i guess
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9ZLvAj-iUR,"Sure, because who lost to loved ones is not you, easy to say ‘let go’, that’s a very selfish statement!",vor 1 Jahr,@timtse-i4u,UC519atKiO2pefgIjOO_CY5w,0,,https://yt3.ggpht.com/ytc/AIdro_muKPVX99FFBZxz5IRMeOV8QIF5tm94JfQ-g1sUKqzXtckHLYQROfxBJ0buoSjDyztF2w=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.559533,sure because who lost to loved ones is not you easy to say ‘let go’ that’s a very selfish statement
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9ZM59b_3BP, @Netizen_101 100 % agreed!,vor 1 Jahr,@timtse-i4u,UC519atKiO2pefgIjOO_CY5w,0,,https://yt3.ggpht.com/ytc/AIdro_muKPVX99FFBZxz5IRMeOV8QIF5tm94JfQ-g1sUKqzXtckHLYQROfxBJ0buoSjDyztF2w=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.562397,netizen101 100 agreed
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9cC5JYd9Bh,I agree,vor 1 Jahr,@jovaneron,UCDzkaHf92MXyPbvcLdfSa9A,0,,https://yt3.ggpht.com/ueNOViQq9rrI5RsyTxJCbvrCbH-bwwcAoY0o5vWzge9jJW1vMciNHVuHSVT4FfHVQ5BnxZCfbw=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.565456,i agree
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNA9ff8gDgl0c,Learn from superheroes. They lost everything but they kept fighting nobly.,vor 1 Jahr,@aishi_rei,UCdszt6MckxRQoj-WUXz2mSg,0,,https://yt3.ggpht.com/0zWzzONN1cb9jM9WOu_fH-_XoAZ09-OYxdHtIJ4AWGhBI0re2c8x1dnAkysJDumhb9bMT1bbOA=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.570301,learn from superheroes they lost everything but they kept fighting nobly
UgzafSriAZQ3ZAimBFF4AaABAg.A8TV61YlmaNAAKZ-SE_BMk,"true, it's a NO for me. Even if it's the person I love the most. I must learn to Let Go, than do this thing with AI which is definitely fake and never gonna replace the real memories I had with that loved one.",vor 1 Jahr,@mokaboki,UCYmNBK_T8QKDITJYsXpM_YQ,1,,https://yt3.ggpht.com/YjkRQaYagjJ0VpilVWGX_cE52CDOy6WUawxbEpOP11uOJRC8P9nhXHPQjIgSwIi7pGQ3EZTB_Q=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.573929,true its a no for me even if its the person i love the most i must learn to let go than do this thing with ai which is definitely fake and never gonna replace the real memories i had with that loved one
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA91CjQokMgV,"i was thinking disturbing, disgusting and deplorable, just sad and pitiful and unfortunately not surprising.",vor 1 Jahr,@bloodlove93,UCbxeV0Ym1K70Qd9ID__qU_Q,17,,https://yt3.ggpht.com/ytc/AIdro_kas_06XD3S06JFMAnNg7jw04dd-wJG2-KiRtuGTwY=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.827514,i was thinking disturbing disgusting and deplorable just sad and pitiful and unfortunately not surprising
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA9215dxVPcU,This made me so sad.  i cant even begin to imagine how they must feel,vor 1 Jahr,@terencewu9901,UCTUJoSt1sqYVgAQqjCJ7M4w,9,,https://yt3.ggpht.com/ytc/AIdro_nvZJvkVuzntBsROCF3n4v3flzAqoGqiy4a5ar3wXJaTck=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.830498,this made me so sad i cant even begin to imagine how they must feel
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA9BrL_LqrAe,I honestly think it's better than being depressed with no closure,vor 1 Jahr (bearbeitet),@whizkid00000,UC52kON4F9tLVvflxiRlNypg,7,,https://yt3.ggpht.com/ytc/AIdro_mx1bHnffJEbVqOmsmYK7961PzdF9jFFHtQRdy6cdXGdg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.834686,i honestly think its better than being depressed with no closure
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA9DDPuF05BP, @whizkid00000 how is this closure. It’s not even real,vor 1 Jahr,@TroungTran-g7v,UC24IwL40f6JwxST5FVseJyQ,3,,https://yt3.ggpht.com/5L3b3JUb3Zpmuq1z11AMRQjFCxCce1DynibwSThTyBK1caOiZ8TufJelgFznBXySbT_4pPpNexI=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.839096,whizkid00000 how is this closure it’s not even real
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA9EAGt-viNW,⁠ @bloodlove93 not surprising how?,vor 1 Jahr,@Airestotle09,UCRaCzPVG7bH8M2uQD-wb1lA,0,,https://yt3.ggpht.com/ytc/AIdro_lHy27nSz63wvTdnW0T5L24ySv-sk_E4FtdsA16MuQcoec=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.842392,⁠ bloodlove93 not surprising how
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA9F8iEw3Fic,"It's one those things in a grey area, it's NOT for everyone.",vor 1 Jahr,@andoncroft,UCc5CC5leFD8SfHRjm3FWGkA,1,,https://yt3.ggpht.com/UpvEQ0uTZe9rqzA_zNFcitVd5VhipFelOwTwOdU3MF1Mo9gDU5DDGcDyE538aRXUX7MMu3LU9w=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.845249,its one those things in a grey area its not for everyone
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA9FVERoIV6D," @TroungTran-g7v  i mean if it makes some families feel better, that good for them, right?",vor 1 Jahr,@redorange7912,UC8Ae8mgg36uolpaLSRhK82A,1,,https://yt3.ggpht.com/WwHwl7YiyaWYdhfkFAKEtxILvelgOxoTYO_RU5qNuy5wKvNKOraROj_ZRSZ0stg96oxAnSsoVg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.847948,troungtrang7v i mean if it makes some families feel better that good for them right
UgyohVFk8QS-epf8VuZ4AaABAg.A8ZRa4xC1VSA9G7Rbjj8Gl," @redorange7912  in a weird way, I guess so?",vor 1 Jahr,@TroungTran-g7v,UC24IwL40f6JwxST5FVseJyQ,0,,https://yt3.ggpht.com/5L3b3JUb3Zpmuq1z11AMRQjFCxCce1DynibwSThTyBK1caOiZ8TufJelgFznBXySbT_4pPpNexI=s88-c-k-c0x00ffffff-no-rj,False,True,1731410531.852501,redorange7912 in a weird way i guess so
UgzwFED9QOK2Oc088dJ4AaABAg.A8JPL8s-0orA8f633xGyoP,😂,vor 1 Jahr,@SFzip,UCFHss01XXnV8oEK-h-KXCQw,14,,https://yt3.ggpht.com/ytc/AIdro_lX1YweOIsIHaEv5JT5g-y9jKGUbQebIIVv_U6Mg9w=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.083773,😂
UgzwFED9QOK2Oc088dJ4AaABAg.A8JPL8s-0orA8uEyxzr_cB,😂😂😂,vor 1 Jahr,@hide5168,UCQHd55dJrwwk9qZGdtfLHEg,5,,https://yt3.ggpht.com/ytc/AIdro_lL3a2p2kIBbgir_m-rckUr5pkGbwR1ycPtuGmQT3WUuLmQz_5O7czOh4UrUqhwiCJ0IA=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.088622,😂😂😂
UgzwFED9QOK2Oc088dJ4AaABAg.A8JPL8s-0orA97Ur552SIm,No taxes in Heaven,vor 1 Jahr,@bikotheanimator6169,UCvw7Ri9g4a9cbx87diwfu1w,1,,https://yt3.ggpht.com/ytc/AIdro_mG6P20cxnl8afttzh3LhmlP8V-8JY8K95P_ROA3SgoX3s=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.091901,no taxes in heaven
UgzwFED9QOK2Oc088dJ4AaABAg.A8JPL8s-0orA9EuTmLo8Lr,A tax to get a chance to die and then regular taxes once you're in heaven for your spot on cloud,vor 1 Jahr (bearbeitet),@nobertstanel9428,UCgNDsthngd-kMYhg5OR-gcw,3,,https://yt3.ggpht.com/ytc/AIdro_nfaS9vjq2Wu5GonnDUIOhRL2y6pnzLaoMqhU-6dfu7LLR1aLU8I2-k3XCvlqvcw0YKRQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.095952,a tax to get a chance to die and then regular taxes once youre in heaven for your spot on cloud
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A8JsxSk8-bl,I love when simpletons say something is a Black Mirror episode 😂,vor 1 Jahr (bearbeitet),@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,5,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.392159,i love when simpletons say something is a black mirror episode 😂
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A8_pVe6GP5g,"​ @DavidKen878  It's LITERALLY this 2013 episode of Black Mirror, S2 E1 ""Be Right Back""",vor 1 Jahr (bearbeitet),@quitob1,UCjZMeb94PTYxIflsg4Sm18g,49,,https://yt3.ggpht.com/ytc/AIdro_kAKFMgg2grU-0bHnp8N0lGfB0lFRKBAk1fIZExceQOcknF=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.397698,​ davidken878 its literally this 2013 episode of black mirror s2 e1 be right back
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A8a17epDEuq, @quitob1  Okay?,vor 1 Jahr,@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,3,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.401628,quitob1 okay
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A8icJcTNrNk, @DavidKen878 ​​⁠I love it when simpletons speak about people who speak on black mirror episodes when they don’t know it’s literally a real episode,vor 1 Jahr,@Moellmoell,UCdVAbjqOpQXgfh5dwnQ8JIw,42,,https://yt3.ggpht.com/ET34AaKHULJcymsNnf9euQQm_25Hvy0UIdliAGDsC5rP-AFHthtGhwl_LpIAz03nDl4jzhCz=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.40528,davidken878 ​​⁠i love it when simpletons speak about people who speak on black mirror episodes when they don’t know it’s literally a real episode
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A8nXedWtB6o,This is right from Black Mirror. Watch the show before you jump to conclusions.,vor 1 Jahr,@milesnexusicon9635,UC9PYwd2g82d313hmAqV4Hcg,23,,https://yt3.ggpht.com/ytc/AIdro_lRkEKIdwKH5_6D3Nhe1h462GHinsvbrR9bLOfUMBUhUw=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.408686,this is right from black mirror watch the show before you jump to conclusions
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A8nixqooPbm, @Moellmoell  I love when simpletons can't read because where in my comment did I say this wasn't an episode or call that person a liar? The fact that none of can see I was making fun of thst person proves you're the simpletons. 😂🫵🏽,vor 1 Jahr,@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,0,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.411607,moellmoell i love when simpletons cant read because where in my comment did i say this wasnt an episode or call that person a liar the fact that none of can see i was making fun of thst person proves youre the simpletons 😂🫵🏽
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A8nkSW84dNg, @milesnexusicon9635  Jumping to conclusions? What the hell are you talking about? 😂😂,vor 1 Jahr,@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,0,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.414929,milesnexusicon9635 jumping to conclusions what the hell are you talking about 😂😂
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A90YKIIdr0c," @DavidKen878 deleting your original comment, just makes you look bad, just admit you were wrong lmao. Deleting admits the same.",vor 1 Jahr,@Tensolin01,UCAVt01AQG0tautLmDqnujwg,9,,https://yt3.ggpht.com/Hu-rcKjGEnLLJKYj6jAA-NdHd3GlsYJdCtd27BxdhMrqUUONizGlrvOHALNRV9BAi4OsEc4uEA=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.418567,davidken878 deleting your original comment just makes you look bad just admit you were wrong lmao deleting admits the same
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A90obOnlScB, @Tensolin01  I didn't delete anything. I don't care what a bunch of immature Gen Zers in a YouTube comment think. It is not that deep.,vor 1 Jahr,@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,0,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.421392,tensolin01 i didnt delete anything i dont care what a bunch of immature gen zers in a youtube comment think it is not that deep
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A91KviNKtnk,"⁠ @DavidKen878 did that Black Mirror comment hurt you? Did it insult your self-perceived better intelligence in any way? “Don’t care” and yet here you are. What’s next, you telling this thread that you’re entitled to an opinion?",vor 1 Jahr (bearbeitet),@SouthPawArtist,UCm8EYAI9eWe6sbPakzDzZwQ,12,,https://yt3.ggpht.com/jlhi-J2uCcL6r_HthDMPEeNHNr0Ppvw0eZ0HyR5-G6tRp40z6PywZNlW6__Y_Zbahd4ZvyVnOQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.914191,⁠ davidken878 did that black mirror comment hurt you did it insult your selfperceived better intelligence in any way “don’t care” and yet here you are what’s next you telling this thread that you’re entitled to an opinion
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A91VHePjczt,The episode with robot bees also became true except they haven't gotten hacked....I believe they have those bee robots in Japan,vor 1 Jahr (bearbeitet),@koreangoku,UC3bqR3B9pCtQUlVqdijhebQ,0,,https://yt3.ggpht.com/PztttGnDi90smrgjcaYBtWr043OoVuJJrJ3uNDKgIwX2t9j690zpNnyBcdWJfwdwxY4RGWJT=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.91751,the episode with robot bees also became true except they havent gotten hackedi believe they have those bee robots in japan
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A91azCYKsSK, @SouthPawArtist  What the hell are you talking about? 😂😂😂 What I said clearly hurt you since you're in your feelings popping off when I wasn't even talking to you 😂😂🫵🏽. Like they say a hit dog will holler.,vor 1 Jahr,@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,0,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.920297,southpawartist what the hell are you talking about 😂😂😂 what i said clearly hurt you since youre in your feelings popping off when i wasnt even talking to you 😂😂🫵🏽 like they say a hit dog will holler
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A91c8wPPNdd,"​ @DavidKen878 also: ""I wasn't even talking to you"" = ""I'm entitled to an opinion"" which the OP didn't  ask from you. How predictable.",vor 1 Jahr,@SouthPawArtist,UCm8EYAI9eWe6sbPakzDzZwQ,6,,https://yt3.ggpht.com/jlhi-J2uCcL6r_HthDMPEeNHNr0Ppvw0eZ0HyR5-G6tRp40z6PywZNlW6__Y_Zbahd4ZvyVnOQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.923237,​ davidken878 also i wasnt even talking to you im entitled to an opinion which the op didnt ask from you how predictable
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A91w_c11RYz," @SouthPawArtist  You're still going? 😂😂 Wow, your feelings must really be hurt. 😭",vor 1 Jahr,@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,0,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.925967,southpawartist youre still going 😂😂 wow your feelings must really be hurt 😭
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A93otfK9oH8,I was going to say the same thing.,vor 1 Jahr,@CatzzSkatesFamily,UCQzu5mQRd5pqdp1PHwTjreg,0,,https://yt3.ggpht.com/qYV2T19AjR-FkAu4B53Fx8aCmLdeWBMqzFFJm34379vbdPLZAHM4ofP-BPn2ltZTnvfxUj_L=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.930032,i was going to say the same thing
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A9BHiJO7lPm,"The family has to let go, that AI is not her daughter.",vor 1 Jahr,@michaelyoon9355,UCLA5dbTNibuyLEfe8klYKFg,0,,https://yt3.ggpht.com/ytc/AIdro_mnUEg7LvC3BPkMi-WNK4rDbgdXA-3Gc43dP2QB-Ls=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.93363,the family has to let go that ai is not her daughter
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A9Faqkg-ST1,Went looking for this comment. Yep. 😊,vor 1 Jahr,@lestersys,UCY1AsWqUl8NyfVhepDvdHkQ,2,,https://yt3.ggpht.com/ytc/AIdro_mv7tHF4_3z28BfR_j8bATfFPjDCvMRACQI11Pft9wymQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.936348,went looking for this comment yep 😊
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A9Mu38gKOQE,True aye,vor 1 Jahr,@gizmomac1520,UCUyIAoP131ymPbxbkJRQWqQ,0,,https://yt3.ggpht.com/83Fqt9nBttdgn8PFUcRBafjHZkr8QS4XD6ZLXnUYi6OxWMfjg20XtHjniWwLeu-cs31nnUPKNA=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.939019,true aye
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A9Mu9QSJprP,"​ @DavidKen878  You love The Simpsons too? Yeah, they also predicted that right! They predicted heaps of things. They were a simple family, but they are actually called ""The Simpsons"". 😂",vor 1 Jahr,@gizmomac1520,UCUyIAoP131ymPbxbkJRQWqQ,1,,https://yt3.ggpht.com/83Fqt9nBttdgn8PFUcRBafjHZkr8QS4XD6ZLXnUYi6OxWMfjg20XtHjniWwLeu-cs31nnUPKNA=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.941808,​ davidken878 you love the simpsons too yeah they also predicted that right they predicted heaps of things they were a simple family but they are actually called the simpsons 😂
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A9PpeWJmu79, @gizmomac1520  I don't watch The Simpsons. I'm more Family Guy 😆,vor 1 Jahr,@DavidKen878,UC1rQ1PT1be63id0Sgt3Ce0Q,0,,https://yt3.ggpht.com/9U6VG1UDJiMZUHYxNc-PEUBfDUOENVBBMoOljfVfBOLDWasyo2PXUWXzHZtQ33xsNik6HCCGtQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.94526,gizmomac1520 i dont watch the simpsons im more family guy 😆
Ugwj8yqMjsnee9zWx8l4AaABAg.A8JOvYfgR72A9Uuj1EQY37,This was the first thing that i thought too,vor 1 Jahr,@missjackson8634,UCVNziQ5QP6at_VblQCseM8Q,0,,https://yt3.ggpht.com/ytc/AIdro_kfuMgamvS1OM1bejOhCuoVo-Z32ITWWLG5dSZY6rqW3yM=s88-c-k-c0x00ffffff-no-rj,False,True,1731410532.948145,this was the first thing that i thought too
Ugw4ulJnVNPbZ5TXdlx4AaABAg.A8JTn9MKr9NA97G41UwJ_5,But it isn't his voice! It's a robot MIMICKING him,vor 1 Jahr,@detlefmogl1770,UCDv6HKuwjmSpuhVXPzSztSw,3,,https://yt3.ggpht.com/ytc/AIdro_nkwyjNjXiTbomljA7uogixZrzODDBJARZoRWe5u8Oz1e7OolmJA7H9ZsVkbBDlarhMIg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.238781,but it isnt his voice its a robot mimicking him
Ugw4ulJnVNPbZ5TXdlx4AaABAg.A8JTn9MKr9NA98q1-SJndg," @detlefmogl1770  If she has an audio of his voice, I'm sure there's a technology to use that to recreate it. We do have the technology.",vor 1 Jahr,@Moss_piglets,UCxqErsNU4acYl1WYM56x7Fw,0,,https://yt3.ggpht.com/BXDYHivjphXu2jdF3ZPfMx_66FO1Zv1gZKmWOUAiqC0ysDMhTlLXBcWEuRBxMaZ5Q1ocj93pSg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.242523,detlefmogl1770 if she has an audio of his voice im sure theres a technology to use that to recreate it we do have the technology
Ugw4ulJnVNPbZ5TXdlx4AaABAg.A8JTn9MKr9NA9CCfgaHW6l,Imagine a corp... now having ownership of his voice + playing on y heart strings to get y to pay more money. Not a society I want,vor 1 Jahr,@xx133,UCiTCgmwwUVS0bVFGUdmQoBA,3,,https://yt3.ggpht.com/ytc/AIdro_l-XfW2Ke-zC0K3L6M_DdytBOlgTQoUJ3_pkAyjz6t6R7kisypC2zLkzd9acRUIrhUdZg=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.245594,imagine a corp now having ownership of his voice playing on y heart strings to get y to pay more money not a society i want
Ugw4ulJnVNPbZ5TXdlx4AaABAg.A8JTn9MKr9NA9ERL9AjY26,I understand. I was heartbroken when I realized I only had one voicemail from my dad then bawled my eyes out he at least said I love you in it. I treasure it. I was thinking it would be awesome if we can recreate his voice and I can use it to read my audiobooks. I think that would bring me comfort..,vor 1 Jahr,@AlejandraXio,UC7FU2Z5KS4pGitC4nt62cFQ,5,,https://yt3.ggpht.com/ytc/AIdro_lyeCf7mfz316IqjBK5-Mbt39oIl2r_bA5HaKX8XQx9oQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.249543,i understand i was heartbroken when i realized i only had one voicemail from my dad then bawled my eyes out he at least said i love you in it i treasure it i was thinking it would be awesome if we can recreate his voice and i can use it to read my audiobooks i think that would bring me comfort
Ugw4ulJnVNPbZ5TXdlx4AaABAg.A8JTn9MKr9NA9EsPXC9ZwP,"In the MyHeritage website, there is Deep Nostalgia. It can make a photo of a person look around, blink, smile, etc. Maybe that would help?",vor 1 Jahr,@countessk,UCw81Slhp16IGW4G8sBwXmpw,1,,https://yt3.ggpht.com/jUDbXXEm21_mgv92YFea9Vsig76idaOHhDn8BArlyC3Mc78YY4_xDdKzCztn69paLyCPyZjoMQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.254492,in the myheritage website there is deep nostalgia it can make a photo of a person look around blink smile etc maybe that would help
UgzGCh0RC_0ZJ0u8bf14AaABAg.A9K6bT-AfBZA9MB4xbfVZ1,It's so sad. It is too sad. I fear this may hurt him,vor 1 Jahr,@IONov990,UCGj4o9mUv6wcZiw28QsQTQQ,7,,https://yt3.ggpht.com/ytc/AIdro_lN0a3gRJixBg5KXzO7BAKh8lqAmlcdruBxCTAe1u2tuS4=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.544331,its so sad it is too sad i fear this may hurt him
UgzGCh0RC_0ZJ0u8bf14AaABAg.A9K6bT-AfBZAA6RR0Z1Zcz,This is the 2024 version of looking at photos of loved ones who have passed away.  Some people save voicemails of loved ones who have passed away.  Should we destroy all evidence of those who died but we miss?  Get off your high horse.,vor 1 Jahr,@monohydrate2,UCnHcp3QPxkMeA1uWdk3zH3Q,6,,https://yt3.ggpht.com/ytc/AIdro_lZ2mrG_AL_gevLwDrTcQh861_0bSINf4ZUZSC1bhI=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.549285,this is the 2024 version of looking at photos of loved ones who have passed away some people save voicemails of loved ones who have passed away should we destroy all evidence of those who died but we miss get off your high horse
UgytTRD1JCrbFZBwMKZ4AaABAg.A93x9FxdkqkA9BNMoQzjvO,😢 I don’t know what to say.,vor 1 Jahr,@sadepennbrook,UC6gL2FB-We6EeLdZzT5jCCQ,3,,https://yt3.ggpht.com/jlz1BoAuCHqRPTzcTi6O5o09tIB72hEh6iOrmokvq7Ab1ZujmoAUtAH8jrgoSG7F-AqdPpVZSQ=s88-c-k-c0x00ffffff-no-rj,False,True,1731410533.836291,😢 i don’t know what to say
